name,mass,GeoLocation,KE,crater_diameter,crater_depth
Allan Hills A77260,744.3,"(-76.716670, 159.666670)",148860000.0,324.5039705252924,46.491143662015084
Allan Hills A77261,411.7,"(-76.716670, 159.666670)",82340000.0,272.6384823959399,39.060461517143374
Allan Hills A77262,861.5,"(-76.716670, 159.666670)",172300000.0,338.76419409489534,48.534182154128665
Allan Hills A77263,1669.0,"(-76.716670, 159.666670)",333800000.0,411.4938333791585,58.95403650283738
Allan Hills A77264,11.0,"(-76.716670, 159.666670)",2200000.0,93.95340223664547,13.46054753613107
Allan Hills A77265,18.3,"(-76.716670, 159.666670)",3660000.0,109.12538480646141,15.634212222418551
Allan Hills A77266,108.4,"(-76.716670, 159.666670)",21680000.000000004,184.13698783671214,26.380999718276385
Allan Hills A77267,103.5,"(-76.716670, 159.666670)",20700000.0,181.64894486587673,26.024541943639203
Allan Hills A77268,272.0,"(-76.716670, 159.666670)",54400000.00000001,241.3490742638307,34.57768010089586
Allan Hills A77269,1045.0,"(-76.716670, 159.666670)",209000000.0,358.55932671105523,51.37019785149222
Allan Hills A77270,588.9,"(-76.716670, 159.666670)",117780000.0,302.90618679395305,43.39686514021632
Allan Hills A77271,609.5,"(-76.716670, 159.666670)",121900000.00000001,305.9846855937682,43.83791653855165
Allan Hills A77272,674.1,"(-76.716670, 159.666670)",134820000.0,315.1858756234816,45.15615571707525
Allan Hills A77273,492.0,"(-76.716670, 159.666670)",98400000.0,287.30676980957935,41.161962636896504
Allan Hills A77274,288.1,"(-76.716670, 159.666670)",57620000.00000001,245.46557571483604,35.16744441112536
Allan Hills A77275,24.9,"(-76.716670, 159.666670)",4980000.0,119.47062912047636,17.116358153770186
Allan Hills A77277,142.7,"(-76.716670, 159.666670)",28540000.0,199.6434256106271,28.602581244894377
Allan Hills A77278,312.9,"(-76.716670, 159.666670)",62579999.99999999,251.49983171303344,36.031962222884175
Allan Hills A77279,174.5,"(-76.716670, 159.666670)",34900000.0,211.8121941202681,30.345980452169805
Allan Hills A77280,3226.0,"(-76.716670, 159.666670)",645200000.0,499.5018624060694,71.56280031635134
Allan Hills A77281,1231.0,"(-76.716670, 159.666670)",246200000.00000003,376.2563308322978,53.9056181721007
Allan Hills A77282,4127.1,"(-76.716670, 159.666670)",825420000.0000001,537.0319383480577,76.93967182100776
