name,mass,GeoLocation,KE,crater_diameter,crater_depth
Yamato 791863,27.15,"(-71.500000, 35.666670)",5429999.999999999,91.84028582501855,13.157804865499088
Yamato 791864,10.91,"(-71.500000, 35.666670)",2182000.0,70.24020617154835,10.063197410758615
Yamato 791865,729.0,"(-71.500000, 35.666670)",145800000.0,241.70725408335892,34.62899592738503
Yamato 791866,51.4,"(-71.500000, 35.666670)",10280000.0,110.80408500980458,15.874716806053524
Yamato 791867,48.16,"(-71.500000, 35.666670)",9631999.999999998,108.70251987775673,15.573629068017656
Yamato 791868,68.34,"(-71.500000, 35.666670)",13668000.0,120.48678844785435,17.261941609023918
Yamato 791869,6784.0,"(-71.500000, 35.666670)",1356800000.0,465.802166150402,66.73470093299915
Yamato 791870,404.14,"(-71.500000, 35.666670)",80828000.0,203.20880962689918,29.113387877683596
Yamato 791871,40.58,"(-71.500000, 35.666670)",8116000.0,103.36323431361829,14.80867851344336
Yamato 791872,29.14,"(-71.500000, 35.666670)",5828000.0,93.77085899399118,13.434394869632003
Yamato 791873,34.58,"(-71.500000, 35.666670)",6916000.0,98.61204103424568,14.127982961522227
Yamato 791874,25.72,"(-71.500000, 35.666670)",5144000.0,90.39037936098339,12.9500791800265
Yamato 791875,15.29,"(-71.500000, 35.666670)",3058000.0,77.57035160188157,11.113375144218809
Yamato 791876,16.85,"(-71.500000, 35.666670)",3370000.0,79.81868170185864,11.435489654893248
Yamato 791877,8.12,"(-71.500000, 35.666670)",1623999.9999999998,64.39645298847358,9.225972620196272
Yamato 791878,8.35,"(-71.500000, 35.666670)",1670000.0,64.9276240918889,9.30207261995288
Yamato 791879,97.96,"(-71.500000, 35.666670)",19592000.0,133.94575781676951,19.190185745636494
Yamato 791880,13.32,"(-71.500000, 35.666670)",2664000.0,74.4866102944869,10.671572660549655
Yamato 791881,6.81,"(-71.500000, 35.666670)",1361999.9999999998,61.14910207012166,8.760730059922857
